City_ID,Date,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
243,2021-01-08 05:36:19,Jerantut,MY,3.936,102.3626,81.43,84,81,3.56,broken clouds
244,2021-01-08 05:36:19,Havelock,US,34.8791,-76.9013,43.0,75,20,8.05,few clouds
245,2021-01-08 05:36:20,Angoche,MZ,-16.2325,39.9086,85.5,65,67,6.64,broken clouds
246,2021-01-08 05:36:20,Carbonear,CA,47.7332,-53.2148,43.0,100,90,10.36,light rain
247,2021-01-08 05:36:20,Akyab,MM,20.15,92.9,82.11,47,2,3.51,clear sky
248,2021-01-08 05:36:20,Tura,IN,25.5198,90.2201,79.02,38,19,4.54,few clouds
249,2021-01-08 05:36:21,Ulladulla,AU,-35.35,150.4667,69.8,60,90,13.8,overcast clouds
250,2021-01-08 05:36:21,Provideniya,RU,64.3833,-173.3,-7.96,82,4,4.43,clear sky
251,2021-01-08 05:36:22,Harsin,IR,34.2721,47.5861,23.0,63,0,3.22,clear sky
252,2021-01-08 05:36:22,Mindszent,HU,46.5236,20.1904,32.0,96,100,6.38,overcast clouds
253,2021-01-08 05:36:22,Jizan,SA,17.3333,42.6667,75.2,78,20,6.91,few clouds
254,2021-01-08 05:36:23,Poum,NC,-20.2333,164.0167,83.57,75,58,7.47,broken clouds
255,2021-01-08 05:36:23,Warri,NG,5.5167,5.75,76.84,92,100,2.26,overcast clouds
256,2021-01-08 05:36:23,Djibo,BF,14.1022,-1.6306,70.92,19,2,9.89,clear sky
257,2021-01-08 05:36:23,Isangel,VU,-19.55,169.2667,82.4,83,90,3.44,overcast clouds
258,2021-01-08 05:36:24,Khatanga,RU,71.9667,102.5,-1.25,93,100,10.36,light snow
259,2021-01-08 05:36:24,Quatre Cocos,MU,-20.2078,57.7625,82.99,65,20,10.36,few clouds
260,2021-01-08 05:36:24,Nizwa,OM,22.9333,57.5333,60.84,32,0,5.66,clear sky
261,2021-01-08 05:36:24,Kondinskoye,RU,59.6481,67.41,0.21,92,100,11.18,light snow
262,2021-01-08 05:36:25,Chumikan,RU,54.7183,135.315,-16.83,80,99,17.2,overcast clouds
263,2021-01-08 05:36:25,Gouyave,GD,12.1646,-61.7296,78.8,83,20,11.5,few clouds
264,2021-01-08 05:36:26,Carberry,CA,49.8689,-99.3602,28.4,93,90,4.61,light snow
265,2021-01-08 05:36:26,Candido Mendes,BR,-1.4467,-45.7167,77.49,88,27,2.93,scattered clouds
266,2021-01-08 05:36:26,Sola,VU,-13.8833,167.55,84.18,74,100,8.55,overcast clouds
267,2021-01-08 05:36:26,Pirgos,GR,35.1167,25.7178,55.99,84,53,9.37,broken clouds
268,2021-01-08 05:36:27,Kyaikkami,MM,16.08,97.5675,86.27,58,42,1.32,scattered clouds
269,2021-01-08 05:36:27,West Wendover,US,40.7391,-114.0733,21.2,79,1,3.4,clear sky
270,2021-01-08 05:36:27,Iqaluit,CA,63.7506,-68.5145,-22.0,63,1,2.3,clear sky
271,2021-01-08 05:36:28,Alice Springs,AU,-23.7,133.8833,89.6,12,0,18.41,clear sky
272,2021-01-08 05:36:28,Marfino,RU,55.7028,37.3822,25.0,93,75,11.18,light snow
273,2021-01-08 05:36:28,Hampton,US,37.0299,-76.3452,39.99,93,1,5.93,clear sky
274,2021-01-08 05:36:29,Portree,GB,57.4129,-6.1942,33.01,82,65,5.99,broken clouds
275,2021-01-08 05:36:29,Labuhan,ID,-6.8844,112.2051,79.92,79,95,4.25,overcast clouds
276,2021-01-08 05:32:42,Dunedin,NZ,-45.8742,170.5036,57.99,75,40,3.0,scattered clouds
277,2021-01-08 05:36:30,Sitka,US,57.0531,-135.33,44.6,65,90,16.11,moderate rain
278,2021-01-08 05:36:30,Udachnyy,RU,66.4167,112.4,-4.58,89,100,13.58,overcast clouds
279,2021-01-08 05:32:03,Quelimane,MZ,-17.8786,36.8883,84.2,84,20,8.05,few clouds
280,2021-01-08 05:36:30,Mahishadal,IN,22.1833,87.9833,87.21,30,48,8.72,scattered clouds
281,2021-01-08 05:36:31,Kapit,MY,2.0167,112.9333,91.36,54,100,0.83,overcast clouds
282,2021-01-08 05:36:31,Torbay,CA,47.6666,-52.7314,42.01,100,90,10.36,light intensity drizzle
283,2021-01-08 05:36:31,Bay Roberts,CA,47.5999,-53.2648,43.0,100,90,10.36,light rain
284,2021-01-08 05:36:32,Tuatapere,NZ,-46.1333,167.6833,61.0,63,64,13.0,broken clouds
285,2021-01-08 05:36:32,Yunyang,CN,33.4474,112.7142,37.0,42,0,7.16,clear sky
286,2021-01-08 05:36:32,Luorong,CN,24.4058,109.6086,45.23,46,82,16.15,broken clouds
287,2021-01-08 05:36:32,Ugoofaaru,MV,5.6667,73.0,81.97,70,31,1.81,scattered clouds
288,2021-01-08 05:36:33,Samana,DO,19.2056,-69.3369,72.3,87,9,3.8,clear sky
289,2021-01-08 05:36:34,Mackay,AU,-21.15,149.2,80.6,89,90,16.11,overcast clouds
290,2021-01-08 05:36:34,San Cristobal,VE,7.7669,-72.225,64.58,82,60,1.34,light rain
291,2021-01-08 05:36:35,Gravdal,NO,68.1214,13.5031,32.0,64,75,11.5,broken clouds
292,2021-01-08 05:35:45,Clayton,US,33.5335,-84.3666,39.99,93,90,14.97,mist
293,2021-01-08 05:36:36,Mahendragarh,IN,28.2833,76.15,65.95,48,0,3.42,clear sky
294,2021-01-08 05:36:36,Emba,KZ,48.8264,58.1442,5.81,92,84,8.46,broken clouds
295,2021-01-08 05:36:37,Tete,MZ,-16.1564,33.5867,80.6,89,75,7.18,broken clouds
296,2021-01-08 05:32:32,Roma,US,43.2128,-75.4557,24.01,74,90,4.61,overcast clouds
297,2021-01-08 05:36:37,Neiafu,TO,-18.65,-173.9833,78.8,89,75,10.36,broken clouds
298,2021-01-08 05:36:37,Curuguaty,PY,-24.4694,-55.6945,67.98,98,46,1.41,scattered clouds
299,2021-01-08 05:36:30,Takaka,NZ,-40.85,172.8,64.99,83,69,3.0,broken clouds
300,2021-01-08 05:36:38,Arman,RU,59.7,150.1667,-4.97,81,46,5.48,scattered clouds
301,2021-01-08 05:36:38,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,6.8,56,17,6.71,few clouds
302,2021-01-08 05:36:38,Mahebourg,MU,-20.4081,57.7,82.4,65,20,10.36,few clouds
303,2021-01-08 05:36:39,Ligayan,PH,4.6533,119.4706,82.33,73,70,7.07,broken clouds
304,2021-01-08 05:36:39,Lagos,NG,6.5833,3.75,78.8,94,20,3.58,light rain
305,2021-01-08 05:36:39,Beni Suef,EG,29.0731,31.0979,61.0,39,2,4.36,clear sky
306,2021-01-08 05:36:39,Urmston,GB,53.4485,-2.3542,36.0,100,90,5.75,moderate rain
307,2021-01-08 05:36:40,Swift Current,CA,50.2834,-107.8014,21.2,79,1,9.22,clear sky
308,2021-01-08 05:36:40,Codrington,AU,-38.2667,141.9667,66.2,71,0,16.22,clear sky
309,2021-01-08 05:36:40,Providencia,MX,28.7167,-111.5833,59.0,64,0,3.0,clear sky
310,2021-01-08 05:36:40,Morondava,MG,-20.2833,44.2833,84.61,67,43,2.82,scattered clouds
311,2021-01-08 05:36:41,Ternate,ID,0.8,127.4,84.06,72,100,5.41,light rain
312,2021-01-08 05:36:41,Nishihara,JP,26.1842,127.7558,53.6,71,75,23.02,broken clouds
313,2021-01-08 05:36:41,Kavaratti,IN,10.5669,72.642,82.4,69,34,3.06,scattered clouds
314,2021-01-08 05:33:45,Newcastle,AU,-32.9272,151.7765,73.4,49,38,19.57,scattered clouds
315,2021-01-08 05:36:42,Kobryn,BY,52.2138,24.3564,32.0,93,90,6.71,mist
316,2021-01-08 05:36:42,Belmonte,BR,-15.8631,-38.8828,75.2,83,40,3.44,scattered clouds
317,2021-01-08 05:36:42,Khani,GE,41.9563,42.9566,42.8,42,0,6.91,clear sky
318,2021-01-08 05:36:43,Inhambane,MZ,-23.865,35.3833,80.6,83,40,9.22,scattered clouds
319,2021-01-08 05:36:43,Anahuac,MX,27.2333,-100.15,54.88,38,0,6.64,clear sky
320,2021-01-08 05:36:44,Monteagudo,BO,-19.8167,-63.9833,65.62,92,100,1.36,moderate rain
321,2021-01-08 05:33:38,Saint Marys,US,30.7305,-81.5465,57.99,89,90,9.22,overcast clouds
322,2021-01-08 05:36:44,Richards Bay,ZA,-28.783,32.0377,78.17,66,13,8.99,few clouds
323,2021-01-08 05:36:44,Pisco,PE,-13.7,-76.2167,70.0,83,55,2.3,broken clouds
324,2021-01-08 05:36:45,Namibe,AO,-15.1961,12.1522,71.06,78,99,4.5,overcast clouds
325,2021-01-08 05:31:58,Maldonado,UY,-34.6667,-54.9167,69.01,73,0,4.07,clear sky
326,2021-01-08 05:32:58,Acarau,BR,-2.8856,-40.12,81.16,75,53,16.37,broken clouds
327,2021-01-08 05:36:45,Basco,PH,20.4487,121.9702,68.49,84,89,32.77,overcast clouds
328,2021-01-08 05:36:46,Christiana,ZA,-27.914,25.1611,77.81,56,0,11.39,clear sky
329,2021-01-08 05:36:46,Klaksvik,FO,62.2266,-6.589,30.2,69,90,1.14,overcast clouds
330,2021-01-08 05:36:46,Tokur,RU,53.1333,132.9,-26.28,86,97,1.68,overcast clouds
331,2021-01-08 05:36:46,Killam,CA,52.7834,-111.8518,6.8,92,20,3.44,few clouds
332,2021-01-08 05:36:47,Coquimbo,CL,-29.9533,-71.3436,57.2,94,20,3.44,few clouds
333,2021-01-08 05:36:47,Constitucion,CL,-35.3333,-72.4167,57.63,63,4,5.97,clear sky
334,2021-01-08 05:35:33,Salinopolis,BR,-0.6136,-47.3561,79.65,83,77,9.31,broken clouds
335,2021-01-08 05:36:48,Susanino,RU,58.1461,41.5872,9.39,96,99,4.34,light snow
336,2021-01-08 05:36:48,General Pico,AR,-35.6566,-63.7568,64.31,56,50,9.57,scattered clouds
337,2021-01-08 05:36:48,Kodiak,US,57.79,-152.4072,37.4,93,90,8.05,light rain
338,2021-01-08 05:36:48,Makakilo City,US,21.3469,-158.0858,77.0,73,20,1.83,few clouds
339,2021-01-08 05:36:49,Mola Di Bari,IT,41.0609,17.0873,48.99,96,94,6.71,overcast clouds
340,2021-01-08 05:36:49,Vanavara,RU,60.34,102.2797,1.89,91,80,9.46,broken clouds
341,2021-01-08 05:36:49,Camacha,PT,33.0833,-16.3333,55.4,67,40,20.71,light rain
342,2021-01-08 05:36:50,Marsberg,DE,51.4617,8.8495,32.0,96,99,3.74,light snow
343,2021-01-08 05:36:50,San Quintin,MX,30.4833,-115.95,59.81,63,70,2.82,broken clouds
344,2021-01-08 05:36:50,Asau,RO,46.4333,26.4,35.01,61,100,0.94,light snow
345,2021-01-08 05:36:50,Ganzhou,CN,28.8184,115.4327,40.14,51,0,8.14,clear sky
346,2021-01-08 05:36:51,North Mankato,US,44.1733,-94.0339,28.0,93,90,3.44,mist
347,2021-01-08 05:36:51,Kushmurun,KZ,52.4503,64.6311,-10.32,84,94,10.09,overcast clouds
348,2021-01-08 05:36:52,Northam,GB,51.0333,-4.2167,37.99,92,94,8.01,overcast clouds
349,2021-01-08 05:36:52,Turinskaya Sloboda,RU,57.6232,64.3858,1.8,92,100,8.59,overcast clouds
350,2021-01-08 05:36:52,Lata,PT,40.1629,-8.3327,39.0,75,84,3.44,broken clouds
351,2021-01-08 05:36:52,Yumen,CN,40.2833,97.2,12.51,62,34,18.34,scattered clouds
352,2021-01-08 05:36:53,Bakchar,RU,57.0186,82.0711,-4.36,89,100,4.27,overcast clouds
353,2021-01-08 05:36:53,Jiangyou,CN,31.7667,104.7167,44.08,49,8,4.21,clear sky
354,2021-01-08 05:36:54,Ust-Maya,RU,60.4167,134.5333,-31.58,83,100,3.44,overcast clouds
355,2021-01-08 05:36:54,Hualmay,PE,-11.0964,-77.6139,69.57,86,27,8.79,scattered clouds
356,2021-01-08 05:36:54,Kanye,BW,-24.9667,25.3327,66.97,85,100,14.18,overcast clouds
357,2021-01-08 05:36:54,Beloha,MG,-25.1667,45.05,85.55,55,52,4.79,broken clouds
358,2021-01-08 05:36:55,Shingu,JP,33.7333,135.9833,37.4,38,75,18.41,broken clouds
359,2021-01-08 05:36:55,Mizdah,LY,31.4451,12.9801,55.45,39,64,6.98,broken clouds
360,2021-01-08 05:36:56,Ahuimanu,US,21.4447,-157.8378,77.0,73,75,3.44,broken clouds
361,2021-01-08 05:36:56,Vestmannaeyjar,IS,63.4427,-20.2734,43.84,87,100,29.71,overcast clouds
362,2021-01-08 05:36:57,Owando,CG,-0.4819,15.8999,70.93,94,100,3.8,overcast clouds
363,2021-01-08 05:33:47,Morgan City,US,29.6994,-91.2068,46.4,76,90,10.36,overcast clouds
364,2021-01-08 05:36:57,Aklavik,CA,68.2191,-135.0107,14.0,85,0,4.61,clear sky
365,2021-01-08 05:36:57,Biltine,TD,14.5333,20.9167,68.77,24,0,13.49,clear sky
366,2021-01-08 05:36:58,Kuching,MY,1.55,110.3333,86.0,74,75,3.44,broken clouds
367,2021-01-08 05:32:34,Burnie,AU,-41.0667,145.9167,72.0,60,2,14.0,clear sky
368,2021-01-08 05:35:45,Lakewood,US,39.7047,-105.0814,32.0,68,27,3.0,scattered clouds
369,2021-01-08 05:36:58,Arriaga,MX,16.2333,-93.9,74.82,65,29,9.82,scattered clouds
370,2021-01-08 05:36:59,Sirjan,IR,29.452,55.6814,37.63,52,9,6.2,clear sky
371,2021-01-08 05:36:59,Maragogi,BR,-9.0122,-35.2225,76.33,83,24,6.91,few clouds
372,2021-01-08 05:36:59,Soddy-Daisy,US,35.2359,-85.1908,37.0,95,100,3.0,snow
373,2021-01-08 05:36:59,Sisimiut,GL,66.9395,-53.6735,-0.08,83,0,11.21,clear sky
374,2021-01-08 05:32:00,Byron Bay,AU,-28.65,153.6167,69.8,88,75,10.36,light rain
375,2021-01-08 05:37:00,Port Moresby,PG,-9.4431,147.1797,89.6,62,40,16.11,light rain
376,2021-01-08 05:37:01,Mascota,MX,20.5167,-104.7833,69.01,93,97,1.99,overcast clouds
377,2021-01-08 05:32:40,Qinhuangdao,CN,39.9317,119.5883,15.35,55,0,5.95,clear sky
378,2021-01-08 05:37:01,Souillac,MU,-20.5167,57.5167,82.4,65,20,10.36,few clouds
379,2021-01-08 05:37:02,Teluk Nibung,ID,3.001,99.8164,83.39,78,49,3.62,scattered clouds
380,2021-01-08 05:37:02,San Policarpo,PH,12.1791,125.5072,78.71,88,100,11.86,overcast clouds
381,2021-01-08 05:37:02,Guerrero Negro,MX,27.9769,-114.0611,56.01,72,0,2.77,clear sky
382,2021-01-08 05:37:03,Aurillac,FR,44.9167,2.45,26.01,90,0,3.29,clear sky
383,2021-01-08 05:37:03,Shubarshi,KZ,48.5872,57.1869,9.19,95,89,16.91,overcast clouds
384,2021-01-08 05:37:03,Faanui,PF,-16.4833,-151.75,81.5,70,40,9.84,scattered clouds
385,2021-01-08 05:37:03,Kaeo,NZ,-35.1,173.7833,71.17,63,45,10.2,scattered clouds
386,2021-01-08 05:37:04,Baherden,TM,38.4362,57.4316,37.17,70,59,13.58,broken clouds
387,2021-01-08 05:37:04,Yar-Sale,RU,66.8333,70.8333,-11.74,88,100,13.18,overcast clouds
388,2021-01-08 05:37:05,Kalmunai,LK,7.4167,81.8167,83.08,75,97,4.83,light rain
389,2021-01-08 05:37:05,Rancho Palos Verdes,US,33.7445,-118.387,57.0,82,1,5.17,clear sky
390,2021-01-08 05:33:49,Varna,BG,43.2167,27.9167,41.0,100,90,4.61,light rain
391,2021-01-08 05:37:06,Talnakh,RU,69.4865,88.3972,-12.75,88,100,14.07,light snow
392,2021-01-08 05:37:06,Dormidontovka,RU,47.7702,134.9076,-12.62,83,93,10.27,overcast clouds
393,2021-01-08 05:37:06,Airai,TL,-8.9266,125.4092,68.79,98,91,2.26,overcast clouds
394,2021-01-08 05:37:07,Adrar,MR,20.5022,-10.0711,66.31,36,0,4.07,clear sky
395,2021-01-08 05:35:19,Key West,US,24.5557,-81.7826,71.6,88,20,10.36,few clouds
396,2021-01-08 05:37:07,Belaya Gora,RU,68.5333,146.4167,-13.52,89,100,1.28,overcast clouds
397,2021-01-08 05:37:07,Hervey Bay,AU,-25.2986,152.8535,73.0,91,100,7.0,light rain
398,2021-01-08 05:37:08,Sambava,MG,-14.2667,50.1667,83.12,66,22,6.58,few clouds
399,2021-01-08 05:37:08,Esmeralda,CU,21.8525,-78.1169,68.0,94,1,5.75,clear sky
400,2021-01-08 05:37:08,Soe,ID,-9.8607,124.284,77.52,81,77,4.7,light rain
401,2021-01-08 05:37:09,Dibrugarh,IN,27.4833,94.9,71.6,64,1,3.44,haze
402,2021-01-08 05:36:43,San Ramon,US,37.7799,-121.978,51.8,87,1,4.61,clear sky
403,2021-01-08 05:37:09,Punta Cardon,VE,11.6581,-70.215,78.24,83,73,19.33,broken clouds
404,2021-01-08 05:37:09,Chunoyar,RU,57.4467,97.3217,-6.74,83,0,3.83,clear sky
405,2021-01-08 05:37:09,Lebowakgomo,ZA,-24.2,29.5,64.4,94,75,10.36,broken clouds
406,2021-01-08 05:34:26,Mendoza,AR,-32.8908,-68.8272,73.4,43,75,11.5,broken clouds
407,2021-01-08 05:37:10,Tonj,SS,7.2737,28.6822,75.81,29,22,5.41,few clouds
408,2021-01-08 05:37:11,Tuban,ID,-6.8976,112.0649,79.99,80,98,4.27,overcast clouds
409,2021-01-08 05:37:11,Vardo,NO,70.3705,31.1107,19.4,86,20,18.41,few clouds
410,2021-01-08 05:37:11,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,42,0,16.11,clear sky
411,2021-01-08 05:37:11,Fukue,JP,32.6881,128.8419,32.0,80,75,13.8,light snow
412,2021-01-08 05:37:11,Ixtapa,MX,20.7,-105.2,69.01,93,97,1.99,overcast clouds
413,2021-01-08 05:37:12,Ostrovnoy,RU,68.0531,39.5131,8.28,93,5,7.16,clear sky
414,2021-01-08 05:37:12,Itanhem,BR,-17.1664,-40.33,68.58,81,67,3.76,light rain
415,2021-01-08 05:37:12,Puerto Quijarro,BO,-17.7833,-57.7667,76.42,72,71,0.58,broken clouds
416,2021-01-08 05:37:13,Brae,GB,60.3964,-1.353,37.4,75,75,18.41,broken clouds
417,2021-01-08 05:37:13,Buluang,PH,13.3068,123.3425,77.32,88,100,9.48,overcast clouds
418,2021-01-08 05:37:13,Cimarron Hills,US,38.8586,-104.6989,28.99,68,20,6.76,light snow
419,2021-01-08 05:37:13,Leningradskiy,RU,69.3833,178.4167,-15.65,84,73,5.73,broken clouds
420,2021-01-08 05:37:14,Port Hedland,AU,-20.3167,118.5667,96.8,44,40,9.22,scattered clouds
421,2021-01-08 05:37:14,Muisne,EC,0.6,-80.0333,76.06,82,85,7.85,overcast clouds
422,2021-01-08 05:37:15,Pemberton,CA,50.3164,-122.8027,37.4,93,82,3.44,broken clouds
423,2021-01-08 05:37:15,Zhigansk,RU,66.7697,123.3711,-33.36,83,100,12.44,light snow
424,2021-01-08 05:37:15,Kajaani,FI,64.2273,27.7285,17.6,86,90,6.91,light snow
425,2021-01-08 05:37:15,Aranos,NA,-24.1333,19.1167,79.36,46,36,12.01,scattered clouds
426,2021-01-08 05:37:16,College,US,64.8569,-147.8028,16.0,78,75,4.61,broken clouds
427,2021-01-08 05:37:16,Koson,UZ,39.0375,65.585,21.2,79,0,4.61,mist
428,2021-01-08 05:37:16,Camargo,MX,27.6667,-105.1667,49.71,44,25,2.04,scattered clouds
429,2021-01-08 05:37:16,Keti Bandar,PK,24.1447,67.4497,69.55,24,0,14.41,clear sky
430,2021-01-08 05:37:17,Ahipara,NZ,-35.1667,173.1667,68.4,77,18,8.88,few clouds
431,2021-01-08 05:37:17,Lompoc,US,34.6391,-120.4579,54.0,93,1,3.44,clear sky
432,2021-01-08 05:37:17,Praia Da Vitoria,PT,38.7333,-27.0667,53.6,76,40,15.35,scattered clouds
433,2021-01-08 05:37:17,Husavik,IS,66.0449,-17.3389,39.2,75,90,32.21,light intensity drizzle
434,2021-01-08 05:37:17,Camana,PE,-16.6228,-72.7111,70.75,79,56,7.14,broken clouds
435,2021-01-08 05:37:18,Son La,VN,21.3167,103.9,46.69,67,100,4.7,overcast clouds
436,2021-01-08 05:37:18,Finschhafen,PG,-6.6024,147.8681,86.04,65,100,6.22,overcast clouds
437,2021-01-08 05:37:18,Port Macquarie,AU,-31.4333,152.9167,66.99,100,75,6.91,broken clouds
438,2021-01-08 05:37:19,Petatlan,MX,17.5167,-101.2667,71.1,80,13,3.27,few clouds
439,2021-01-08 05:37:19,Sinop,TR,41.7711,34.8709,48.2,71,0,2.3,light rain
440,2021-01-08 05:37:19,Buala,SB,-8.145,159.5921,79.43,84,100,9.15,moderate rain
441,2021-01-08 05:37:19,Eyl,SO,7.9803,49.8164,77.09,56,9,22.03,clear sky
442,2021-01-08 05:37:20,Henties Bay,NA,-22.116,14.2845,68.0,89,100,3.38,overcast clouds
443,2021-01-08 05:34:19,Palmer,US,42.1584,-72.3287,27.0,68,1,4.61,clear sky
444,2021-01-08 05:37:20,Gannan,CN,47.9147,123.5031,-1.34,75,39,5.41,scattered clouds
445,2021-01-08 05:37:21,Russell,US,32.3502,-85.1999,44.6,87,90,2.15,light intensity drizzle
446,2021-01-08 05:37:21,Mitsamiouli,KM,-11.3847,43.2844,82.17,78,3,12.8,light rain
447,2021-01-08 05:37:21,Atikokan,CA,48.7555,-91.6216,16.34,97,47,3.18,scattered clouds
448,2021-01-08 05:37:22,Pokrovsk,UA,48.282,37.1758,37.33,80,86,13.44,overcast clouds
449,2021-01-08 05:37:22,Lasa,IT,46.6166,10.7002,24.01,79,0,6.91,clear sky
450,2021-01-08 05:37:22,Guozhen,CN,34.3659,107.359,33.17,48,0,3.42,clear sky
451,2021-01-08 05:37:23,Preston,GB,53.7667,-2.7167,36.0,89,98,1.01,snow
452,2021-01-08 05:37:23,Angra Dos Reis,BR,-23.0067,-44.3181,82.4,78,75,10.36,broken clouds
453,2021-01-08 05:37:23,Colares,PT,38.7992,-9.4469,46.0,67,100,15.28,overcast clouds
454,2021-01-08 05:36:39,Lebanon,US,36.2081,-86.2911,39.2,60,90,8.05,overcast clouds
455,2021-01-08 05:37:24,Brandon,US,27.9378,-82.2859,64.99,100,90,6.91,overcast clouds
456,2021-01-08 05:37:24,Maroantsetra,MG,-15.4333,49.7333,80.96,72,16,0.6,few clouds
457,2021-01-08 05:37:24,Aguachica,CO,8.3084,-73.6166,73.06,84,62,5.46,light rain
458,2021-01-08 05:37:24,Jaque,PA,7.5175,-78.1703,76.06,80,71,3.76,broken clouds
459,2021-01-08 05:37:24,Hirara,JP,24.8,125.2833,53.6,87,75,13.8,broken clouds
460,2021-01-08 05:37:25,Prieska,ZA,-29.6641,22.7474,80.71,31,14,4.16,few clouds
461,2021-01-08 05:37:25,Bani Walid,LY,31.7566,13.9942,62.82,35,57,14.23,broken clouds
462,2021-01-08 05:37:25,Noumea,NC,-22.2763,166.4572,87.8,66,75,6.91,broken clouds
463,2021-01-08 05:37:26,Coolum Beach,AU,-26.5333,153.1,71.01,98,100,3.0,light rain
464,2021-01-08 05:37:26,Boende,CD,-0.2167,20.8667,72.25,94,100,4.36,overcast clouds
465,2021-01-08 05:37:26,Vidalia,US,32.2177,-82.4135,46.4,93,90,0.34,overcast clouds
466,2021-01-08 05:37:26,Raga,SS,8.4596,25.678,69.03,24,0,5.73,clear sky
467,2021-01-08 05:37:26,Kostomuksha,RU,64.571,30.5767,1.06,94,98,3.22,overcast clouds
468,2021-01-08 05:37:27,Mikhaylovka,RU,50.06,43.2379,35.35,96,100,19.84,light rain
469,2021-01-08 05:37:27,Douentza,ML,14.9951,-2.9517,63.99,25,0,2.24,clear sky
470,2021-01-08 05:37:27,Haines Junction,CA,60.7522,-137.5108,16.59,93,100,2.75,light snow
471,2021-01-08 05:37:28,Rangapara,IN,26.8167,92.65,77.56,40,1,5.82,clear sky
472,2021-01-08 05:37:28,Kununurra,AU,-15.7667,128.7333,98.6,36,6,10.36,clear sky
473,2021-01-08 05:37:28,Sibiti,CG,-3.6819,13.3499,66.7,92,100,2.28,overcast clouds
474,2021-01-08 05:36:54,Nuuk,GL,64.1835,-51.7216,17.6,79,20,23.02,light snow
475,2021-01-08 05:37:29,Touros,BR,-5.1989,-35.4608,77.0,83,40,3.44,scattered clouds
476,2021-01-08 05:37:29,Isla Vista,US,34.4133,-119.861,60.01,76,1,4.14,clear sky
477,2021-01-08 05:37:29,Mangrol,IN,21.1167,70.1167,74.55,38,0,14.05,clear sky
478,2021-01-08 05:36:17,Leh,IN,34.1667,77.5833,16.16,79,96,3.65,overcast clouds
479,2021-01-08 05:37:30,Kushnarenkovo,RU,55.105,55.3508,15.8,62,90,11.18,light snow
480,2021-01-08 05:37:30,Harbour Breton,CA,47.4833,-55.7983,42.01,94,100,13.44,overcast clouds
481,2021-01-08 05:37:30,La Paz,BO,-16.5,-68.15,41.0,93,75,2.3,fog
482,2021-01-08 05:37:31,Shimoda,JP,34.6667,138.95,41.0,42,75,14.97,broken clouds
483,2021-01-08 05:37:31,Paamiut,GL,61.994,-49.6678,26.08,90,100,14.05,overcast clouds
484,2021-01-08 05:37:31,Hvide Sande,DK,56.0045,8.1294,34.0,81,100,13.8,overcast clouds
485,2021-01-08 05:37:15,Half Moon Bay,US,37.4636,-122.4286,51.8,81,1,3.69,clear sky
