City_ID,Date,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
486,2021-01-08 05:37:32,Dodge City,US,37.7528,-100.0171,34.0,86,90,5.75,overcast clouds
487,2021-01-08 05:37:32,Marquard,ZA,-28.6645,27.4305,69.03,62,0,8.32,clear sky
488,2021-01-08 05:37:32,Phan Thiet,VN,10.9333,108.1,83.64,61,40,16.02,scattered clouds
489,2021-01-08 05:37:33,Ullapool,GB,57.8987,-5.1604,30.0,33,60,5.01,broken clouds
490,2021-01-08 05:37:33,Sainte-Thecle,CA,46.8168,-72.4991,23.0,74,5,10.36,clear sky
491,2021-01-08 05:37:33,Uthal,PK,25.8072,66.6219,64.54,19,0,12.41,clear sky
492,2021-01-08 05:37:34,Cairns,AU,-16.9167,145.7667,88.0,79,90,4.61,overcast clouds
493,2021-01-08 05:37:34,Cabedelo,BR,-6.9811,-34.8339,77.0,88,20,3.44,few clouds
494,2021-01-08 05:37:34,Calama,CL,-22.4667,-68.9333,48.2,53,0,5.75,clear sky
495,2021-01-08 05:37:35,Aktash,RU,50.3,87.7333,-2.65,78,66,3.53,broken clouds
496,2021-01-08 05:37:35,Pierre,US,44.3683,-100.351,34.0,86,90,8.05,mist
497,2021-01-08 05:37:35,Muros,ES,42.7762,-9.0603,36.0,87,2,15.9,clear sky
498,2021-01-08 05:37:36,Bilibino,RU,68.0546,166.4372,-13.14,86,99,1.32,overcast clouds
499,2021-01-08 05:37:36,Linjiang,CN,41.8069,126.9078,-4.94,69,100,5.55,overcast clouds
500,2021-01-08 05:37:37,San Carlos De Bariloche,AR,-41.1456,-71.3082,50.0,66,0,12.66,clear sky
501,2021-01-08 05:37:38,Malampaka,TZ,-3.1333,33.5333,71.4,81,8,7.14,light rain
502,2021-01-08 05:37:38,Padang,ID,-0.9492,100.3543,87.39,61,91,6.08,overcast clouds
503,2021-01-08 05:37:38,Muzhi,RU,65.3667,64.6667,-19.41,86,23,5.12,few clouds
504,2021-01-08 05:37:38,Nosy Varika,MG,-20.5833,48.5333,82.42,70,43,6.13,light rain
505,2021-01-08 05:37:39,Salym,RU,60.0625,71.4789,-4.63,90,100,8.14,overcast clouds
506,2021-01-08 05:37:39,Ferme-Neuve,CA,46.7001,-75.4493,14.0,85,0,6.91,clear sky
507,2021-01-08 05:37:39,Witu,KE,-2.3889,40.4382,80.6,74,20,5.75,haze
508,2021-01-08 05:37:40,Vila Velha,BR,-20.3297,-40.2925,77.0,83,0,11.5,clear sky
509,2021-01-08 05:37:40,Saldanha,ZA,-33.0117,17.9442,62.6,82,0,5.75,clear sky
510,2021-01-08 05:37:41,Rockport,US,28.0206,-97.0544,55.0,66,1,10.36,clear sky
511,2021-01-08 05:37:41,Yerbogachen,RU,61.2767,108.0108,-1.66,90,100,10.83,overcast clouds
512,2021-01-08 05:37:41,Utica,US,43.1009,-75.2327,23.0,85,63,1.01,broken clouds
513,2021-01-08 05:37:42,Chipurupalle,IN,18.3,83.5667,85.41,32,34,4.16,scattered clouds
514,2021-01-08 05:37:42,Eyrarbakki,IS,63.863,-21.1481,41.0,93,90,23.02,mist
515,2021-01-08 05:37:42,Dzaoudzi,YT,-12.7887,45.2699,84.2,79,0,3.44,clear sky
516,2021-01-08 05:37:42,Krasnoarmeysk,RU,51.0239,45.6969,30.0,95,100,1.99,overcast clouds
517,2021-01-08 05:37:43,Santa Cruz Del Sur,CU,20.7147,-77.9956,70.05,86,10,9.19,heavy intensity rain
518,2021-01-08 05:34:47,Naze,JP,28.3667,129.4833,53.6,62,75,18.41,broken clouds
519,2021-01-08 05:37:43,La Libertad,EC,-2.2333,-80.9,73.4,83,81,10.56,broken clouds
520,2021-01-08 05:32:47,Riyadh,SA,24.6877,46.7219,53.6,76,75,8.05,moderate rain
521,2021-01-08 05:37:44,Denpasar,ID,-8.65,115.2167,80.6,89,40,10.36,scattered clouds
522,2021-01-08 05:34:24,Pavlohrad,UA,48.5167,35.8667,35.6,87,40,11.18,scattered clouds
523,2021-01-08 05:37:44,Harwich,GB,51.9419,1.2844,30.0,85,98,8.01,overcast clouds
524,2021-01-08 05:37:44,Port-Cartier,CA,50.0334,-66.8654,21.2,68,93,12.66,overcast clouds
525,2021-01-08 05:37:45,Olafsvik,IS,64.8945,-23.7142,41.47,91,100,22.1,light rain
526,2021-01-08 05:37:45,Priiskovyy,RU,51.9333,116.6333,-5.62,84,12,3.27,few clouds
527,2021-01-08 05:37:45,Taganak,PH,6.0833,118.3,86.0,70,40,5.75,scattered clouds
528,2021-01-08 05:37:46,Cabo San Lucas,MX,22.8909,-109.9124,63.0,59,1,8.05,clear sky
529,2021-01-08 05:37:46,Okhotsk,RU,59.3833,143.3,-19.61,81,50,11.72,scattered clouds
530,2021-01-08 05:37:46,Nara,JP,34.6851,135.8049,37.0,38,40,18.41,scattered clouds
531,2021-01-08 05:37:46,Port-Gentil,GA,-0.7193,8.7815,75.2,94,90,10.36,light rain
532,2021-01-08 05:37:47,Aktau,KZ,43.65,51.2,24.8,63,90,20.13,overcast clouds
533,2021-01-08 05:37:47,Cap-Aux-Meules,CA,47.3821,-61.8597,33.8,86,100,33.38,light snow
534,2021-01-08 05:35:36,Margate,GB,51.3813,1.3862,35.01,85,87,10.58,overcast clouds
535,2021-01-08 05:37:47,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,73.0,91,43,2.33,light rain
536,2021-01-08 05:37:48,Abu Samrah,SY,35.3029,37.1841,52.07,57,77,2.33,broken clouds
537,2021-01-08 05:37:48,Black Diamond,US,47.3087,-122.0032,45.0,100,57,7.67,broken clouds
538,2021-01-08 05:37:00,Bozeman,US,45.6796,-111.0386,32.0,100,90,1.74,light snow
539,2021-01-08 05:37:48,Bandarbeyla,SO,9.4942,50.8122,75.4,61,5,23.53,clear sky
540,2021-01-08 05:37:49,Chipinge,ZW,-20.1883,32.6236,66.69,100,100,2.68,moderate rain
541,2021-01-08 05:37:49,Amazar,RU,53.858,120.875,-6.99,80,100,2.77,overcast clouds
542,2021-01-08 05:37:49,Bubaque,GW,11.2833,-15.8333,78.26,76,43,12.03,scattered clouds
543,2021-01-08 05:37:49,Gasa,PS,31.5,34.4667,62.01,45,7,1.99,clear sky
544,2021-01-08 05:36:36,Portland,US,45.5234,-122.6762,48.2,66,75,23.02,broken clouds
545,2021-01-08 05:37:50,Tigil,RU,57.8,158.6667,-10.93,89,96,2.26,overcast clouds
546,2021-01-08 05:37:50,Synya,RU,65.3718,58.0387,-11.79,90,92,1.23,overcast clouds
547,2021-01-08 05:37:50,Narsimhapur,IN,22.95,79.2,80.78,35,74,7.49,broken clouds
548,2021-01-08 05:37:51,Puerto Cabezas,NI,14.0351,-83.3888,72.39,87,32,6.6,scattered clouds
549,2021-01-08 05:37:51,Pontianak,ID,-0.0333,109.3333,84.2,74,75,4.61,broken clouds
550,2021-01-08 05:37:51,Syedove,UA,47.0768,38.156,37.99,100,96,18.01,overcast clouds
551,2021-01-08 05:37:51,Lamin,GM,13.3522,-16.4339,64.4,94,0,10.4,clear sky
552,2021-01-08 05:37:52,Rovaniemi,FI,66.5,25.7167,17.6,86,75,5.75,light snow
553,2021-01-08 05:33:24,Juneau,US,58.3019,-134.4197,42.8,70,90,19.57,snow
554,2021-01-08 05:37:52,Uray,RU,60.1247,64.7758,0.28,93,100,4.97,light snow
555,2021-01-08 05:37:52,Sakakah,SA,29.9697,40.2064,41.0,60,0,6.76,clear sky
556,2021-01-08 05:37:53,Flinders,AU,-34.5833,150.8552,72.0,60,90,13.8,overcast clouds
557,2021-01-08 05:36:39,Abu Dhabi,AE,24.4667,54.3667,64.4,29,0,11.5,clear sky
558,2021-01-08 05:37:53,Winneba,GH,5.3511,-0.6231,77.0,94,0,8.05,clear sky
559,2021-01-08 05:37:54,Baruun-Urt,MN,46.6806,113.2792,-3.5,86,0,10.2,clear sky
560,2021-01-08 05:37:54,Lavrentiya,RU,65.5833,-171.0,-13.5,84,0,4.18,clear sky
561,2021-01-08 05:34:28,Puerto Madryn,AR,-42.7692,-65.0385,58.15,59,0,9.04,clear sky
562,2021-01-08 05:37:54,Satuba,BR,-9.5633,-35.8244,73.4,94,20,4.61,few clouds
563,2021-01-08 05:35:33,Carballo,ES,43.213,-8.691,36.0,96,5,5.55,clear sky
564,2021-01-08 05:37:55,Elumalai,IN,9.8667,77.7,77.0,94,75,2.3,light rain
565,2021-01-08 05:35:34,Monterey,US,36.2505,-121.2516,51.01,45,49,1.99,scattered clouds
566,2021-01-08 05:37:55,Harer,ET,9.3094,42.1258,63.52,29,0,3.71,clear sky
567,2021-01-08 05:37:55,Mattru,SL,7.6244,-11.8332,73.47,96,38,1.57,scattered clouds
568,2021-01-08 05:37:56,Qasigiannguit,GL,68.8193,-51.1922,12.2,79,90,19.57,light snow
569,2021-01-08 05:37:56,Terney,RU,45.0503,136.6092,-2.69,82,100,15.95,overcast clouds
570,2021-01-08 05:37:56,Limbe,CM,4.0242,9.2149,77.0,100,40,1.14,scattered clouds
571,2021-01-08 05:37:56,Vao,NC,-22.6667,167.4833,79.27,85,88,18.37,overcast clouds
572,2021-01-08 05:37:56,Vandra,EE,58.6481,25.0361,20.55,97,99,6.91,overcast clouds
573,2021-01-08 05:34:22,Mentougou,CN,39.9392,116.0917,23.0,21,0,17.9,clear sky
574,2021-01-08 05:37:57,Baghmara,IN,23.795,86.2085,81.81,33,37,6.4,scattered clouds
575,2021-01-08 05:37:57,Tsabong,BW,-26.0217,22.401,78.71,58,76,11.81,broken clouds
576,2021-01-08 05:37:57,Yining,CN,29.0361,114.5636,39.27,50,0,5.68,clear sky
577,2021-01-08 05:37:58,Shebunino,RU,46.4339,141.8603,12.09,83,100,8.61,light snow
578,2021-01-08 05:37:58,Thinadhoo,MV,0.5333,72.9333,83.57,79,97,18.1,overcast clouds
579,2021-01-08 05:34:12,Atambua,ID,-9.1061,124.8925,80.85,79,95,1.59,light rain
580,2021-01-08 05:37:58,Zeya,RU,53.75,127.2667,-10.39,79,96,1.88,overcast clouds
581,2021-01-08 05:37:59,Kloulklubed,PW,7.0419,134.2556,82.4,83,75,8.05,broken clouds
582,2021-01-08 05:37:59,Tual,ID,-5.6667,132.75,83.46,74,86,10.0,light rain
583,2021-01-08 05:37:59,Ojinaga,MX,29.5667,-104.4167,46.4,53,1,10.36,clear sky
584,2021-01-08 05:37:59,Bafilo,TG,9.35,1.2667,66.29,44,88,2.33,overcast clouds
585,2021-01-08 05:37:59,Yinchuan,CN,38.4681,106.2731,14.31,45,0,2.19,clear sky
586,2021-01-08 05:37:14,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,71.13,96,77,2.82,moderate rain
587,2021-01-08 05:38:00,Lorengau,PG,-2.0226,147.2712,80.29,88,93,15.75,heavy intensity rain
588,2021-01-08 05:38:00,Nabire,ID,-3.3667,135.4833,85.26,67,92,4.21,moderate rain
589,2021-01-08 05:38:01,Estrella,PH,15.75,121.0333,87.69,49,21,7.99,few clouds
590,2021-01-08 05:33:20,Erenhot,CN,43.6475,111.9767,-0.13,86,0,14.65,clear sky
591,2021-01-08 05:38:01,Veraval,IN,20.9,70.3667,76.32,42,0,11.32,clear sky
592,2021-01-08 05:36:56,Antofagasta,CL,-23.65,-70.4,64.4,88,20,4.61,few clouds
593,2021-01-08 05:38:02,Beaverlodge,CA,55.2166,-119.4361,6.8,92,20,4.61,few clouds
594,2021-01-08 05:38:02,Bastrop,US,32.7562,-91.8724,41.0,87,90,11.18,overcast clouds
595,2021-01-08 05:38:02,Tiznit,MA,29.5833,-9.5,59.25,74,2,14.36,clear sky
596,2021-01-08 05:38:02,Coronado,US,32.6859,-117.1831,55.4,87,75,3.44,mist
597,2021-01-08 05:38:03,Huarmey,PE,-10.0681,-78.1522,69.49,85,23,7.38,few clouds
598,2021-01-08 05:38:03,La Fleche,FR,47.6982,-0.0755,28.4,93,0,2.24,mist
599,2021-01-08 05:38:03,Omboue,GA,-1.5746,9.2618,75.49,93,98,5.35,overcast clouds
600,2021-01-08 05:38:03,Ballina,AU,-28.8667,153.5667,69.8,88,75,10.36,light rain
601,2021-01-08 05:38:04,Zhigalovo,RU,54.8097,105.1578,-3.68,87,97,4.09,overcast clouds
602,2021-01-08 05:38:04,Chuy,UY,-33.6971,-53.4616,64.87,87,0,6.24,clear sky
603,2021-01-08 05:38:04,Komsomolskiy,UZ,40.4272,71.7189,23.0,68,75,4.61,mist
604,2021-01-08 05:38:05,Nokaneng,BW,-19.6667,22.2667,74.14,77,100,9.26,overcast clouds
605,2021-01-08 05:38:05,Malpe,IN,13.35,74.7167,82.4,74,75,6.91,light rain
606,2021-01-08 05:38:05,General Roca,AR,-39.0333,-67.5833,69.8,40,0,5.75,clear sky
607,2021-01-08 05:38:02,Los Lunas,US,34.8062,-106.7334,39.2,26,20,5.75,few clouds
608,2021-01-08 05:38:06,Ruwi,OM,23.5996,58.5507,68.0,37,20,8.05,few clouds
609,2021-01-08 05:38:06,Taoudenni,ML,22.6783,-3.9836,69.78,24,49,6.35,scattered clouds
610,2021-01-08 05:38:06,Suez,EG,29.9737,32.5263,62.08,47,0,5.82,clear sky
611,2021-01-08 05:38:06,Keita,NE,14.7551,5.7749,71.65,20,25,9.73,scattered clouds
612,2021-01-08 05:34:05,Kovur,IN,14.4833,79.9833,82.96,72,32,9.48,scattered clouds
613,2021-01-08 05:38:07,Kuryk,KZ,43.2,51.65,37.53,73,41,24.0,scattered clouds
614,2021-01-08 05:38:07,Zyryanka,RU,65.75,150.85,-23.44,83,88,5.66,overcast clouds
615,2021-01-08 05:38:08,Lima,PE,-12.0432,-77.0282,68.0,88,40,10.36,scattered clouds
616,2021-01-08 05:38:08,Sinjar,IQ,36.3209,41.8754,48.33,52,0,1.23,clear sky
617,2021-01-08 05:38:08,Fare,PF,-16.7,-151.0167,81.36,72,54,9.53,broken clouds
618,2021-01-08 05:38:08,Warrnambool,AU,-38.3833,142.4833,73.99,70,0,1.01,clear sky
619,2021-01-08 05:38:08,Hereford,GB,52.0568,-2.7148,34.0,97,96,4.45,light snow
620,2021-01-08 05:38:09,Tres Picos,MX,15.8667,-93.5333,75.56,65,12,7.07,few clouds
621,2021-01-08 05:38:09,Atar,MR,20.5169,-13.0499,63.1,52,0,1.39,clear sky
622,2021-01-08 05:38:10,Kaminskiy,RU,57.1516,41.4732,13.82,97,99,5.61,light snow
623,2021-01-08 05:38:10,Xining,CN,36.6167,101.7667,18.72,62,35,2.8,scattered clouds
624,2021-01-08 05:38:10,Chegem,RU,43.2833,43.1333,30.2,93,75,10.67,broken clouds
625,2021-01-08 05:38:10,Amli,IN,20.2833,73.0167,86.18,53,25,0.47,light rain
626,2021-01-08 05:38:11,Saint-Francois,FR,46.4154,3.9054,33.8,93,90,2.3,overcast clouds
627,2021-01-08 05:38:11,Sarahan,IN,31.5167,77.8,50.45,37,36,5.95,scattered clouds
628,2021-01-08 05:38:12,San Fernando,PH,15.0286,120.6898,87.8,55,75,9.22,broken clouds
629,2021-01-08 05:38:12,Xuddur,SO,4.1213,43.8894,72.81,55,3,23.31,clear sky
630,2021-01-08 05:38:12,Muscat,OM,23.6139,58.5922,68.0,37,20,8.05,few clouds
631,2021-01-08 05:38:12,Diffa,NE,13.3154,12.6113,70.93,32,87,10.33,overcast clouds
632,2021-01-08 05:38:13,Shangrao,CN,28.4532,117.9686,37.63,63,11,6.31,few clouds
633,2021-01-08 05:38:13,Qaqortoq,GL,60.7167,-46.0333,35.6,93,90,4.61,drizzle
634,2021-01-08 05:38:13,Tautira,PF,-17.7333,-149.15,82.4,69,75,3.44,light rain
635,2021-01-08 05:35:01,Nome,US,64.5011,-165.4064,5.0,72,90,5.75,overcast clouds
636,2021-01-08 05:38:14,Itarema,BR,-2.9248,-39.9167,80.98,74,52,15.14,broken clouds
637,2021-01-08 05:38:14,Teya,RU,60.3778,92.6267,-4.02,85,0,1.34,clear sky
638,2021-01-08 05:38:14,Blois,FR,47.5833,1.3333,28.99,100,90,1.14,overcast clouds
639,2021-01-08 05:38:15,Muroto,JP,33.2833,134.15,39.2,20,20,19.57,few clouds
640,2021-01-08 05:38:15,Nhulunbuy,AU,-12.2333,136.7667,89.6,58,20,10.36,few clouds
641,2021-01-08 05:38:15,Ifanadiana,MG,-21.3,47.6333,83.1,60,44,3.06,scattered clouds
642,2021-01-08 05:38:15,Ambon,ID,-3.6954,128.1814,89.6,62,40,8.05,scattered clouds
643,2021-01-08 05:38:16,Payo,ID,-3.7508,103.6372,83.73,76,92,4.99,light rain
644,2021-01-08 05:38:16,Kokopo,PG,-4.352,152.2633,84.4,71,98,4.79,light rain
645,2021-01-08 05:35:18,Camocim,BR,-2.9022,-40.8411,79.92,80,61,12.75,broken clouds
646,2021-01-08 05:38:16,Luanda,AO,-8.8368,13.2343,75.2,88,40,4.61,scattered clouds
647,2021-01-08 05:38:17,Lazaro Cardenas,MX,17.9583,-102.2,71.94,83,33,5.08,scattered clouds
648,2021-01-08 05:38:17,Islamabad,PK,33.7104,73.1338,54.0,74,48,1.01,light rain
649,2021-01-08 05:38:17,Faya,SA,18.3851,42.4509,53.6,87,0,1.83,clear sky
650,2021-01-08 05:38:18,Balan,RO,46.6505,25.8083,35.01,61,100,1.88,overcast clouds
651,2021-01-08 05:38:18,Shishou,CN,29.7226,112.419,36.64,54,0,4.03,clear sky
652,2021-01-08 05:38:19,Treinta Y Tres,UY,-33.2333,-54.3833,66.69,41,0,7.07,clear sky
653,2021-01-08 05:38:19,Baculin,PH,7.4525,126.5842,81.43,78,100,3.36,light rain
654,2021-01-08 05:38:19,Yenagoa,NG,4.9247,6.2642,75.58,94,97,2.33,overcast clouds
655,2021-01-08 05:38:20,Yulara,AU,-25.2406,130.9889,95.0,8,0,17.27,clear sky
656,2021-01-08 05:38:21,Linxia,CN,35.6003,103.2064,20.35,66,32,2.91,scattered clouds
657,2021-01-08 05:37:40,Laguna,US,38.421,-121.4238,42.01,93,90,3.83,fog
658,2021-01-08 05:38:22,Manggar,ID,-2.8833,108.2667,85.91,68,100,8.72,light rain
659,2021-01-08 05:38:23,Sibolga,ID,1.7427,98.7792,84.4,74,29,4.88,moderate rain
660,2021-01-08 05:38:23,Bonavista,CA,48.6499,-53.1147,39.2,100,94,2.3,overcast clouds
661,2021-01-08 05:38:23,Gimli,CA,50.6336,-96.9907,30.2,93,100,6.91,overcast clouds
662,2021-01-08 05:38:23,Hannibal,US,39.7084,-91.3585,32.0,86,90,4.61,overcast clouds
663,2021-01-08 05:38:24,Hauterive,FR,46.0901,3.4459,33.8,93,90,1.14,light snow
664,2021-01-08 05:38:25,Santa Rosa,PH,14.3122,121.1114,86.0,62,75,3.44,broken clouds
665,2021-01-08 05:38:25,Barhi,IN,23.9,80.8,80.65,38,29,9.98,scattered clouds
666,2021-01-08 05:38:26,Parabel,RU,58.6978,81.4825,-10.12,85,98,6.46,overcast clouds
667,2021-01-08 05:38:26,Magdagachi,RU,53.45,125.8,-8.9,85,74,4.14,broken clouds
668,2021-01-08 05:38:27,Nacala,MZ,-14.5428,40.6728,83.68,74,61,4.97,light rain
669,2021-01-08 05:38:27,Neyshabur,IR,36.2133,58.7958,36.68,51,0,0.67,clear sky
670,2021-01-08 05:38:28,Palana,RU,59.1167,159.9667,-7.22,88,77,5.97,broken clouds
671,2021-01-08 05:38:28,Turayf,SA,31.6725,38.6637,37.4,81,0,6.91,clear sky
672,2021-01-08 05:38:28,Borsad,IN,22.4167,72.9,73.4,78,74,5.57,haze
673,2021-01-08 05:38:28,Surman,LY,32.7567,12.5716,65.48,41,0,14.72,clear sky
674,2021-01-08 05:38:29,Pochutla,MX,15.7432,-96.4661,73.99,83,67,1.01,broken clouds
675,2021-01-08 05:38:29,Inta,RU,66.0317,60.1659,-9.85,90,7,4.25,clear sky
676,2021-01-08 05:38:29,Harper,LR,4.375,-7.7169,77.94,84,61,5.41,broken clouds
677,2021-01-08 05:38:30,Enumclaw,US,47.2043,-121.9915,39.0,100,60,8.93,broken clouds
678,2021-01-08 05:38:30,San Patricio,US,28.017,-97.5169,50.0,49,1,3.44,clear sky
679,2021-01-08 05:38:30,Betsiamites,CA,48.9413,-68.646,21.2,68,20,11.5,few clouds
680,2021-01-08 05:38:31,Lieksa,FI,63.3167,30.0167,9.81,95,79,6.58,broken clouds
681,2021-01-08 05:38:31,Matagami,CA,49.7502,-77.6328,1.4,92,90,6.91,overcast clouds
682,2021-01-08 05:38:32,Inirida,CO,3.8653,-67.9239,72.0,98,100,1.95,moderate rain
683,2021-01-08 05:38:33,Walvis Bay,NA,-22.9575,14.5053,68.0,89,100,0.89,overcast clouds
684,2021-01-08 05:38:34,Mareeba,AU,-17.0,145.4333,88.0,79,90,4.61,moderate rain
685,2021-01-08 05:38:34,Salto Del Guaira,PY,-24.0625,-54.3069,70.36,95,87,1.39,overcast clouds
686,2021-01-08 05:38:35,Vung Tau,VN,10.346,107.0843,79.84,70,75,10.92,broken clouds
687,2021-01-08 05:38:35,Menongue,AO,-14.6585,17.691,64.65,92,100,8.05,light rain
688,2021-01-08 05:35:05,Gat,IL,31.61,34.7642,62.01,44,4,1.99,clear sky
689,2021-01-08 05:38:36,Camacari,BR,-12.6975,-38.3242,80.6,74,40,6.91,scattered clouds
690,2021-01-08 05:38:36,Papar,MY,5.7333,115.9333,87.8,79,20,4.61,few clouds
691,2021-01-08 05:37:55,Itoman,JP,26.1247,127.6694,53.6,71,75,23.02,broken clouds
692,2021-01-08 05:38:37,Kurumkan,RU,54.3,110.3,-4.32,84,95,1.23,overcast clouds
693,2021-01-08 05:38:38,Loma Bonita,PA,8.3833,-80.1667,78.01,99,34,9.1,scattered clouds
694,2021-01-08 05:38:38,Morgaushi,RU,55.9643,46.7743,15.8,92,40,8.95,light snow
695,2021-01-08 05:38:38,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.43,86,9,0.51,clear sky
696,2021-01-08 05:38:38,Buchanan,LR,5.8808,-10.0467,75.2,94,40,4.61,light rain
697,2021-01-08 05:38:39,Lagoa,PT,39.05,-27.9833,56.05,71,0,15.43,clear sky
698,2021-01-08 05:38:39,Banka,IN,24.8833,86.9167,80.78,35,2,11.54,clear sky
699,2021-01-08 05:38:39,San Juan De Los Morros,VE,9.9115,-67.3538,69.89,89,92,3.67,overcast clouds
700,2021-01-08 05:38:39,Yeniseysk,RU,58.4497,92.1703,-11.27,84,2,1.34,clear sky
701,2021-01-08 05:38:40,Lac Du Bonnet,CA,50.2536,-96.0612,30.99,100,100,4.34,overcast clouds
702,2021-01-08 05:38:40,Pak Phanang,TH,8.3511,100.202,87.8,74,75,10.36,broken clouds
703,2021-01-08 05:38:40,Itaituba,BR,-4.2761,-55.9836,71.96,96,6,0.43,moderate rain
704,2021-01-08 05:38:40,Paracuru,BR,-3.41,-39.0306,81.0,75,52,24.0,broken clouds
705,2021-01-08 05:38:41,Gunjur,GM,13.2019,-16.7339,64.4,94,0,14.5,clear sky
706,2021-01-08 05:38:41,Acajutla,SV,13.5928,-89.8275,76.78,75,78,3.38,broken clouds
707,2021-01-08 05:38:42,Progreso,MX,21.2833,-89.6667,70.0,88,1,11.05,clear sky
708,2021-01-08 05:38:42,Druzhba,UA,52.0428,33.9453,34.56,98,100,2.66,light rain
709,2021-01-08 05:38:43,Biak,ID,-0.9131,122.8766,81.64,77,100,2.44,light rain
710,2021-01-08 05:38:43,Kuybysheve,UA,47.358,36.6491,35.94,90,60,10.47,broken clouds
711,2021-01-08 05:36:08,Pacific Grove,US,36.6177,-121.9166,50.0,90,69,3.36,broken clouds
712,2021-01-08 05:38:43,Pringsewu,ID,-5.3582,104.9744,87.64,65,72,4.74,moderate rain
713,2021-01-08 05:38:44,Alekseyevsk,RU,57.8406,108.3492,-4.25,89,100,12.57,light snow
714,2021-01-08 05:38:44,Amahai,ID,-3.3333,128.9167,85.19,71,46,2.71,scattered clouds
715,2021-01-08 05:38:44,Morden,CA,49.1919,-98.1014,33.8,93,100,8.05,overcast clouds
716,2021-01-08 05:38:44,San Vicente,AR,-26.6167,-54.1333,63.84,100,88,1.14,overcast clouds
717,2021-01-08 05:37:10,Mogadishu,SO,2.0371,45.3438,77.0,65,20,13.8,few clouds
718,2021-01-08 05:38:45,Beira,MZ,-19.8436,34.8389,82.4,89,40,5.75,moderate rain
719,2021-01-08 05:38:45,Texarkana,US,33.4251,-94.0477,39.99,87,1,3.44,clear sky
720,2021-01-08 05:38:45,Jasper,US,37.2001,-94.3502,33.8,75,90,10.36,overcast clouds
721,2021-01-08 05:38:46,Porto Novo,BJ,6.4965,2.6036,80.6,89,40,6.91,light rain
722,2021-01-08 05:38:46,Kungurtug,RU,50.5994,97.5228,-5.87,84,51,1.12,broken clouds
723,2021-01-08 05:38:46,Sainte-Maxime,FR,43.3,6.6333,33.01,100,41,3.44,scattered clouds
724,2021-01-08 05:38:46,Carora,VE,10.1755,-70.0827,73.51,81,93,6.69,overcast clouds
725,2021-01-08 05:38:47,Atherton,GB,53.5237,-2.4935,36.0,87,100,1.99,snow
726,2021-01-08 05:38:47,Khasan,RU,42.4308,130.6434,2.71,76,0,22.39,clear sky
727,2021-01-08 05:38:47,Krasnyy Chikoy,RU,50.3643,108.7512,4.77,89,100,10.87,overcast clouds
728,2021-01-08 05:38:48,Envira,BR,-7.3,-70.2167,69.46,99,84,1.14,broken clouds
729,2021-01-08 05:38:48,Vittoria,IT,36.9537,14.5332,53.01,100,4,3.44,clear sky
730,2021-01-08 05:38:48,Kommunisticheskiy,RU,61.6789,64.4819,-5.31,92,97,1.99,overcast clouds
