City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,San Andres,CO,2021-01-04 02:42:14,12.58,-81.7,80.6,78,40,14.99
293,Jiaojiang,CN,2021-01-04 02:46:44,28.68,121.44,59.0,77,97,5.57
294,Abu Kamal,SY,2021-01-04 02:46:45,34.45,40.92,50.02,51,98,4.27
295,Richards Bay,ZA,2021-01-04 02:46:46,-28.78,32.04,71.15,93,1,6.76
296,Bonavista,CA,2021-01-04 02:44:44,48.65,-53.11,28.4,92,99,4.7
297,Linden,GY,2021-01-04 02:46:47,6.0,-58.3,75.2,94,75,4.7
298,Cuamba,MZ,2021-01-04 02:46:47,-14.8,36.54,67.37,95,81,1.14
299,Gornopravdinsk,RU,2021-01-04 02:46:47,60.05,69.9,-21.15,85,12,7.16
300,Ramnagar,IN,2021-01-04 02:44:22,29.4,79.12,63.93,52,80,4.27
301,Tiznit,MA,2021-01-04 02:46:48,29.58,-9.5,50.7,49,68,3.24
302,Basoko,CD,2021-01-04 02:46:48,1.24,23.62,70.72,92,96,4.5
303,Kyrksaeterora,NO,2021-01-04 02:46:48,63.29,9.09,28.4,86,20,18.34
304,Almaznyy,RU,2021-01-04 02:46:48,48.04,40.05,32.0,99,90,15.66
305,Dingle,PH,2021-01-04 02:42:18,11.0,122.67,83.68,75,49,13.47
306,Ucluelet,CA,2021-01-04 02:42:32,48.93,-125.55,46.99,90,70,1.01
307,Sola,VU,2021-01-04 02:46:49,-13.88,167.55,84.18,69,99,8.1
308,Xuchang,CN,2021-01-04 02:46:50,34.02,113.82,33.8,50,94,6.71
309,Meulaboh,ID,2021-01-04 02:46:50,4.14,96.13,83.35,67,67,3.6
310,Imaichi,JP,2021-01-04 02:46:50,36.72,139.68,48.99,34,7,8.01
311,Puerto Ayacucho,VE,2021-01-04 02:46:50,5.66,-67.62,75.06,80,1,9.1
312,Serchhip,IN,2021-01-04 02:46:51,23.3,92.83,60.8,87,78,6.93
313,Terrasini,IT,2021-01-04 02:46:51,38.15,13.08,51.8,53,0,12.75
314,Saint-Augustin,CA,2021-01-04 02:46:51,51.23,-58.65,15.67,89,98,2.89
315,Moose Factory,CA,2021-01-04 02:46:51,51.26,-80.61,33.8,95,90,5.82
316,Malanje,AO,2021-01-04 02:46:51,-9.54,16.34,63.97,99,100,3.24
317,Vila Franca Do Campo,PT,2021-01-04 02:46:52,37.72,-25.43,59.0,100,75,24.16
318,Torbay,CA,2021-01-04 02:46:52,47.67,-52.73,34.0,92,90,13.87
319,Nabire,ID,2021-01-04 02:46:52,-3.37,135.48,87.28,61,94,5.26
320,Arawa,PG,2021-01-04 02:46:52,-6.21,155.54,87.37,57,92,6.62
321,Urumqi,CN,2021-01-04 02:46:52,43.8,87.6,-7.6,83,40,2.24
322,Mahebourg,MU,2021-01-04 02:46:53,-20.41,57.7,73.4,94,75,8.05
323,Pisco,PE,2021-01-04 02:46:53,-13.7,-76.22,69.8,83,0,13.87
324,Colares,PT,2021-01-04 02:46:53,38.8,-9.45,46.99,88,12,10.92
325,Port-Gentil,GA,2021-01-04 02:46:53,-0.72,8.78,80.26,81,100,10.58
326,Cabo San Lucas,MX,2021-01-04 02:46:53,22.89,-109.91,64.4,52,5,6.93
327,Marystown,CA,2021-01-04 02:46:54,47.17,-55.15,29.52,96,59,13.22
328,Waipawa,NZ,2021-01-04 02:46:54,-41.41,175.52,69.8,68,14,17.22
329,Tieling,CN,2021-01-04 02:46:54,42.29,123.84,8.29,70,0,5.95
330,Lavrentiya,RU,2021-01-04 02:43:39,65.58,-171.0,-7.26,89,6,15.08
331,Abashiri,JP,2021-01-04 02:46:54,44.02,144.27,23.0,62,40,4.7
332,Beringovskiy,RU,2021-01-04 02:46:55,63.05,179.32,12.72,95,100,29.37
333,Marneuli,GE,2021-01-04 02:46:55,41.48,44.81,30.2,92,90,2.24
334,Vao,NC,2021-01-04 02:46:55,-22.67,167.48,79.99,81,100,9.28
335,Esmeraldas,BR,2021-01-04 02:45:52,-19.76,-44.31,66.2,93,90,11.41
336,Krasnoarmeyskoye,RU,2021-01-04 02:46:56,52.72,50.03,21.67,97,76,6.15
337,Arlit,NE,2021-01-04 02:46:56,18.74,7.39,71.89,22,0,5.73
338,Mount Isa,AU,2021-01-04 02:43:01,-20.73,139.5,91.4,41,75,6.93
339,Yulara,AU,2021-01-04 02:46:56,-25.24,130.99,82.4,32,40,14.99
340,Seoul,KR,2021-01-04 02:43:34,37.57,126.98,28.4,35,90,3.36
341,Komsomolskiy,UZ,2021-01-04 02:46:57,40.43,71.72,19.4,85,90,2.24
342,Harper,LR,2021-01-04 02:46:57,4.38,-7.72,78.42,81,78,4.56
343,Oistins,BB,2021-01-04 02:46:57,13.07,-59.53,77.0,73,40,12.75
344,Saldanha,ZA,2021-01-04 02:46:57,-33.01,17.94,71.6,64,0,2.24
345,Vostok,RU,2021-01-04 02:46:58,46.49,135.88,-6.92,82,54,7.2
346,Corinto,GR,2021-01-04 02:46:58,37.94,22.96,60.01,65,99,1.99
347,Viedma,AR,2021-01-04 02:46:58,-40.81,-63.0,57.99,88,100,1.99
348,Wanaka,NZ,2021-01-04 02:46:58,-44.7,169.15,64.99,53,99,6.26
349,Erzin,TR,2021-01-04 02:46:58,36.96,36.2,46.4,100,53,3.36
350,Lorengau,PG,2021-01-04 02:46:59,-2.02,147.27,82.4,80,100,13.38
351,Nome,US,2021-01-04 02:46:59,64.5,-165.41,-0.4,54,1,10.29
352,Roma,US,2021-01-04 02:46:59,43.21,-75.46,30.99,92,90,3.36
353,Hof,DE,2021-01-04 02:46:59,50.32,11.92,30.99,98,99,4.0
354,Cayenne,GF,2021-01-04 02:47:00,4.93,-52.33,77.0,100,90,2.24
355,Aginskoye,RU,2021-01-04 02:47:00,51.1,114.53,-2.99,81,21,14.74
356,Brazzaville,CG,2021-01-04 02:47:00,-4.27,15.28,75.2,83,100,2.04
357,San Francisco,US,2021-01-04 02:46:35,37.77,-122.42,51.8,87,90,3.09
358,Saint-Pierre,RE,2021-01-04 02:47:00,-21.34,55.48,77.0,73,0,16.11
359,Morros,BR,2021-01-04 02:47:01,-9.45,-46.3,73.72,86,99,1.81
360,Luanda,AO,2021-01-04 02:47:01,-8.84,13.23,77.0,88,40,5.73
361,Weligama,LK,2021-01-04 02:47:01,5.97,80.42,78.87,82,96,8.99
362,Pirgos,GR,2021-01-04 02:47:01,35.12,25.72,60.01,84,100,9.42
363,Korla,CN,2021-01-04 02:47:01,41.76,86.15,15.39,80,28,8.05
364,Jacareacanga,BR,2021-01-04 02:47:02,-6.22,-57.75,73.04,97,100,1.45
365,Mwense,ZM,2021-01-04 02:47:02,-10.38,28.7,62.65,94,30,1.59
366,Hue,VN,2021-01-04 02:47:02,16.47,107.6,64.4,93,75,10.29
367,Hearst,CA,2021-01-04 02:47:02,49.68,-83.67,33.8,86,57,4.7
368,Kieta,PG,2021-01-04 02:47:03,-6.22,155.63,86.02,60,93,6.91
369,Saint-Donat-De-Montcalm,CA,2021-01-04 02:47:03,46.32,-74.22,22.05,97,100,2.26
370,Atambua,ID,2021-01-04 02:45:22,-9.11,124.89,83.35,72,82,6.35
371,Ilhabela,BR,2021-01-04 02:47:03,-23.78,-45.36,72.28,84,21,1.39
372,Khorinsk,RU,2021-01-04 02:47:03,52.17,109.77,-0.72,86,100,14.5
373,Pokhara,NP,2021-01-04 02:47:04,28.23,83.98,67.89,23,13,0.96
374,Sabang,ID,2021-01-04 02:47:04,5.89,95.32,80.73,82,96,18.68
375,Datong,CN,2021-01-04 02:47:04,40.09,113.29,12.76,76,67,6.64
376,Ada,US,2021-01-04 02:47:05,43.42,-116.13,39.2,86,1,8.05
377,Cidreira,BR,2021-01-04 02:47:05,-30.18,-50.21,73.72,71,0,22.1
378,Vilhena,BR,2021-01-04 02:45:28,-12.74,-60.15,69.08,97,92,5.68
379,Acarau,BR,2021-01-04 02:47:05,-2.89,-40.12,78.28,85,6,11.5
380,Wajir,KE,2021-01-04 02:47:05,1.75,40.06,73.87,79,62,11.3
381,Oga,IT,2021-01-04 02:47:06,46.46,10.35,28.0,84,95,2.24
382,Mayumba,GA,2021-01-04 02:47:06,-3.43,10.66,77.54,90,100,4.79
383,Miri,MY,2021-01-04 02:47:06,4.41,114.01,84.2,79,40,5.82
384,Shakawe,BW,2021-01-04 02:47:06,-18.37,21.85,66.76,94,81,5.5
385,Abu Samrah,SY,2021-01-04 02:47:07,35.3,37.18,49.64,66,0,4.74
386,Kalemie,CD,2021-01-04 02:47:07,-5.95,29.19,69.17,83,98,2.48
387,Isangel,VU,2021-01-04 02:47:07,-19.55,169.27,82.4,83,75,15.37
388,Aldan,RU,2021-01-04 02:47:07,58.6,125.39,-20.11,87,100,1.59
389,Elko,US,2021-01-04 02:47:07,41.0,-115.5,35.01,87,87,3.0
390,Angoche,MZ,2021-01-04 02:47:08,-16.23,39.91,76.6,89,35,5.84
391,Sisimiut,GL,2021-01-04 02:47:08,66.94,-53.67,15.53,89,100,12.3
392,Dalbandin,PK,2021-01-04 02:44:10,28.89,64.41,37.42,60,0,5.37
393,Tessalit,ML,2021-01-04 02:47:08,20.2,1.01,60.73,28,0,5.93
394,Mpanda,TZ,2021-01-04 02:47:08,-6.37,31.04,64.76,92,100,1.23
395,Gorontalo,ID,2021-01-04 02:47:09,0.54,123.06,86.2,65,100,3.51
396,Newnan,US,2021-01-04 02:44:20,33.38,-84.8,44.6,65,1,4.76
397,Villaviciosa,ES,2021-01-04 02:47:09,43.48,-5.44,46.99,65,99,8.41
398,Petersburg,US,2021-01-04 02:42:19,37.23,-77.4,43.0,93,90,4.7
399,San Giovanni Rotondo,IT,2021-01-04 02:47:09,41.7,15.72,39.02,80,100,3.91
400,Baniachang,BD,2021-01-04 02:47:10,24.52,91.37,68.16,60,6,4.97
401,Bathsheba,BB,2021-01-04 02:47:10,13.22,-59.52,77.0,73,40,12.75
402,Port Blair,IN,2021-01-04 02:45:07,11.67,92.75,80.6,78,40,6.93
403,Jimani,DO,2021-01-04 02:47:10,18.49,-71.85,73.4,56,0,9.17
404,Atchison,US,2021-01-04 02:43:53,39.56,-95.12,32.0,94,88,8.68
405,Stanghelle,NO,2021-01-04 02:47:11,60.55,5.74,27.0,82,91,3.6
406,Garowe,SO,2021-01-04 02:47:11,8.41,48.48,63.95,75,99,7.9
407,Nurota,UZ,2021-01-04 02:47:11,40.56,65.69,23.0,92,90,4.7
408,Namibe,AO,2021-01-04 02:47:11,-15.2,12.15,70.39,79,100,3.47
409,Sinnamary,GF,2021-01-04 02:47:12,5.38,-52.95,76.98,89,100,10.83
410,Porto Velho,BR,2021-01-04 02:47:12,-8.76,-63.9,75.2,94,75,2.24
411,Husavik,IS,2021-01-04 02:46:35,66.04,-17.34,44.6,52,20,25.28
412,Libenge,CD,2021-01-04 02:47:12,3.65,18.63,68.72,89,99,2.19
413,Atar,MR,2021-01-04 02:47:13,20.52,-13.05,62.71,29,37,4.47
414,Kaeo,NZ,2021-01-04 02:47:13,-35.1,173.78,73.11,59,2,8.25
415,Smyrna,US,2021-01-04 02:47:13,33.88,-84.51,39.2,65,75,3.36
416,Dumas,US,2021-01-04 02:47:13,35.87,-101.97,41.0,30,1,5.82
417,Kavaratti,IN,2021-01-04 02:47:14,10.57,72.64,82.02,70,12,7.4
418,Tezu,IN,2021-01-04 02:47:14,27.92,96.17,71.64,22,0,1.61
419,Destin,US,2021-01-04 02:47:14,30.39,-86.5,48.0,81,1,6.82
420,Karwar,IN,2021-01-04 02:47:15,14.8,74.13,77.14,67,10,7.4
421,Touros,BR,2021-01-04 02:46:54,-5.2,-35.46,78.8,83,75,5.82
422,Mabopane,ZA,2021-01-04 02:47:15,-25.5,28.1,68.0,82,85,8.79
423,Zhob,PK,2021-01-04 02:44:08,31.34,69.45,39.87,70,57,3.67
424,Gummidipundi,IN,2021-01-04 02:47:15,13.4,80.15,75.2,94,40,2.24
425,Nchelenge,ZM,2021-01-04 02:47:16,-9.35,28.73,66.81,89,63,3.49
426,Muros,ES,2021-01-04 02:47:16,42.78,-9.06,36.0,96,73,3.0
427,Mezen,RU,2021-01-04 02:42:59,65.85,44.24,2.25,94,81,5.39
428,Vezirkopru,TR,2021-01-04 02:47:16,41.14,35.45,28.4,92,100,1.74
429,Walvis Bay,NA,2021-01-04 02:47:17,-22.96,14.51,68.0,82,64,3.36
430,Along,IN,2021-01-04 02:47:17,28.17,94.77,60.78,37,1,0.69
431,Dossor,KZ,2021-01-04 02:47:17,47.53,52.98,16.16,96,0,8.1
432,Altamira,BR,2021-01-04 02:47:17,-3.2,-52.21,73.04,96,100,2.77
433,Yangjiang,CN,2021-01-04 02:47:18,21.85,111.97,68.0,35,99,8.86
434,Sao Joao Da Barra,BR,2021-01-04 02:42:21,-21.64,-41.05,76.05,84,100,19.8
435,Cockburn Town,TC,2021-01-04 02:47:18,21.46,-71.14,76.91,76,23,17.9
436,Chake Chake,TZ,2021-01-04 02:47:18,-5.25,39.77,77.05,85,100,5.06
437,Kosa,RU,2021-01-04 02:47:18,59.94,55.0,6.08,95,99,7.52
438,Cotonou,BJ,2021-01-04 02:47:19,6.37,2.42,82.4,88,40,8.05
439,Dong Xoai,VN,2021-01-04 02:43:13,11.53,106.92,83.23,61,97,6.26
440,Santa Maria,BR,2021-01-04 02:47:19,-29.68,-53.81,73.4,73,0,11.41
441,Lebork,PL,2021-01-04 02:47:20,54.54,17.75,35.01,88,90,12.75
442,Vestmanna,FO,2021-01-04 02:47:20,62.16,-7.17,42.8,93,100,19.46
443,Velizh,RU,2021-01-04 02:47:20,55.61,31.2,32.23,98,100,5.28
444,Fortuna,US,2021-01-04 02:45:37,40.6,-124.16,57.0,76,90,14.99
445,Guerrero Negro,MX,2021-01-04 02:47:21,27.98,-114.06,58.75,78,0,11.77
446,Caravelas,BR,2021-01-04 02:47:21,-17.71,-39.25,75.33,89,100,5.26
447,Czarnkow,PL,2021-01-04 02:47:21,52.9,16.56,34.0,100,90,10.29
448,Port Hardy,CA,2021-01-04 02:47:21,50.7,-127.42,42.8,93,40,19.46
449,Moche,PE,2021-01-04 02:47:22,-8.17,-79.01,69.22,84,100,5.5
450,Petropavlovsk-Kamchatskiy,RU,2021-01-04 02:47:22,53.05,158.65,23.0,41,20,8.95
451,Ormara,PK,2021-01-04 02:47:22,25.21,64.64,61.74,31,0,10.49
452,Calamar,CO,2021-01-04 02:47:22,10.25,-74.91,78.8,78,0,9.17
453,Arroyo,ES,2021-01-04 02:47:22,41.61,-4.8,30.99,92,0,6.93
454,Pervomayskiy,RU,2021-01-04 02:47:23,53.25,40.29,21.76,97,100,8.43
455,Nakusp,CA,2021-01-04 02:47:23,50.25,-117.8,35.6,92,100,5.82
456,Rocha,UY,2021-01-04 02:47:23,-34.48,-54.33,63.72,96,1,7.99
457,Micomeseng,GQ,2021-01-04 02:47:23,2.15,10.62,70.88,97,87,3.0
458,San Jose,US,2021-01-04 02:46:19,37.34,-121.89,55.4,76,75,0.6
459,Severo-Kurilsk,RU,2021-01-04 02:47:24,50.68,156.12,22.8,92,97,24.63
460,Filadelfia,US,2021-01-04 02:46:55,39.95,-75.16,37.4,93,90,9.17
461,Flinders,AU,2021-01-04 02:47:24,-34.58,150.86,84.99,71,100,4.0
462,Port Hawkesbury,CA,2021-01-04 02:47:24,45.62,-61.35,27.0,92,90,4.7
463,Kutum,SD,2021-01-04 02:47:25,14.2,24.67,53.73,39,0,3.67
464,Prykolotne,UA,2021-01-04 02:47:25,50.16,37.35,26.26,99,100,10.96
465,Segovia,ES,2021-01-04 02:47:25,41.17,-4.0,35.01,89,100,9.66
466,Ambikapur,IN,2021-01-04 02:47:25,23.12,83.2,69.21,47,50,2.15
467,Tambacounda,SN,2021-01-04 02:47:26,13.75,-13.76,74.19,20,0,8.14
468,Adre,TD,2021-01-04 02:47:26,13.47,22.2,63.46,25,0,9.98
469,Tougan,BF,2021-01-04 02:47:26,13.07,-3.07,73.96,21,0,5.55
470,Bodaybo,RU,2021-01-04 02:47:26,57.85,114.19,-11.45,83,100,0.43
471,Fonte Boa,BR,2021-01-04 02:43:22,-2.5,-66.27,73.56,99,100,4.45
472,Beinamar,TD,2021-01-04 02:47:27,8.67,15.38,70.3,28,12,2.51
473,Aberdeen,GB,2021-01-04 02:47:27,57.14,-2.1,33.8,71,75,6.93
474,Makakilo City,US,2021-01-04 02:45:30,21.35,-158.09,78.8,61,75,6.93
475,Saint-Denis,FR,2021-01-04 02:47:27,48.92,2.33,37.4,86,90,8.05
476,Varhaug,NO,2021-01-04 02:47:27,58.61,5.65,25.0,92,0,6.22
477,Shiyan,CN,2021-01-04 02:47:28,32.65,110.78,42.66,59,34,2.01
478,Kearney,US,2021-01-04 02:47:00,40.7,-99.08,35.6,80,1,6.93
479,Seddon,AU,2021-01-04 02:47:28,-37.81,144.89,64.99,88,90,19.46
480,Hudson Bay,CA,2021-01-04 02:47:28,52.85,-102.38,32.83,94,100,6.96
481,Umba,RU,2021-01-04 02:47:28,66.69,34.34,17.49,96,86,3.56
482,Mjolby,SE,2021-01-04 02:47:29,58.33,15.12,30.2,86,100,6.93
483,Ilulissat,GL,2021-01-04 02:43:11,69.22,-51.1,17.6,78,100,12.75
484,Moberly,US,2021-01-04 02:47:29,39.42,-92.44,28.99,95,94,6.22
485,Nizwa,OM,2021-01-04 02:43:42,22.93,57.53,50.81,46,0,5.12
486,Abalak,RU,2021-01-04 02:47:30,58.13,68.59,-14.12,88,100,9.06
487,Banda Aceh,ID,2021-01-04 02:47:30,5.56,95.32,80.65,77,99,6.67
488,Collie,AU,2021-01-04 02:47:30,-33.37,116.15,73.0,39,0,1.99
489,Fairview,US,2021-01-04 02:47:30,40.81,-74.0,37.4,93,90,6.93
490,Taywarah,AF,2021-01-04 02:47:30,33.35,64.42,13.84,56,0,4.23
491,Suntar,RU,2021-01-04 02:47:31,62.14,117.63,-28.66,85,81,3.38
492,Tunduma,TZ,2021-01-04 02:47:31,-9.3,32.77,56.37,100,80,1.3
493,Yuanping,CN,2021-01-04 02:47:31,38.72,112.76,23.67,78,0,7.14
494,Kungurtug,RU,2021-01-04 02:47:31,50.6,97.52,-19.84,82,100,0.69
495,Buala,SB,2021-01-04 02:47:32,-8.14,159.59,86.16,61,100,6.64
496,Jalu,LY,2021-01-04 02:47:32,29.03,21.55,60.12,42,54,18.07
497,Dombarovskiy,RU,2021-01-04 02:47:32,50.76,59.54,3.18,92,99,7.54
498,Bang Rakam,TH,2021-01-04 02:47:32,16.76,100.12,82.0,60,0,3.36
499,Ayagoz,KZ,2021-01-04 02:47:32,47.97,80.44,-22.81,83,0,12.66
500,Kurchum,KZ,2021-01-04 02:47:33,48.57,83.65,-24.39,81,0,1.68
501,Geraldton,AU,2021-01-04 02:44:59,-28.77,114.6,91.4,22,47,27.51
502,Cabalitian,PH,2021-01-04 02:47:33,16.09,120.79,87.21,52,3,7.67
503,Sterling,US,2021-01-04 02:42:41,39.01,-77.43,39.2,93,90,5.82
504,Bogorodskoye,RU,2021-01-04 02:47:33,56.55,37.88,28.74,99,100,5.75
505,Rawson,AR,2021-01-04 02:47:34,-43.3,-65.1,62.22,60,44,10.8
506,Canutama,BR,2021-01-04 02:47:34,-6.53,-64.38,73.36,97,100,5.32
507,Karakol,KG,2021-01-04 02:47:34,42.49,78.39,18.48,68,0,4.32
508,Cleveland,US,2021-01-04 02:47:34,41.5,-81.7,35.01,93,90,5.82
509,Vardo,NO,2021-01-04 02:47:35,70.37,31.11,31.98,94,68,8.21
510,Canarana,BR,2021-01-04 02:47:35,-11.68,-41.77,69.15,79,43,7.87
511,Bilibino,RU,2021-01-04 02:47:35,68.05,166.44,-19.91,85,60,1.12
512,Rafaela,AR,2021-01-04 02:47:35,-31.25,-61.49,79.0,34,100,10.49
513,Luderitz,NA,2021-01-04 02:47:36,-26.65,15.16,69.8,73,100,2.21
514,Barra Patuca,HN,2021-01-04 02:47:36,15.8,-84.28,76.05,85,0,9.01
515,El Alto,PE,2021-01-04 02:47:36,-4.27,-81.21,66.85,86,98,12.12
516,Aloleng,PH,2021-01-04 02:47:36,16.13,119.78,85.89,64,0,4.25
517,Halifax,CA,2021-01-04 02:45:31,44.65,-63.57,30.99,80,100,5.82
518,Athabasca,CA,2021-01-04 02:47:37,54.72,-113.29,33.8,59,100,4.7
519,Sorong,ID,2021-01-04 02:44:24,-0.88,131.25,83.17,72,60,6.13
520,Altay,CN,2021-01-04 02:47:37,47.87,88.12,-10.91,60,0,2.62
521,Shache,CN,2021-01-04 02:47:37,38.42,77.24,17.46,87,0,5.93
522,Kimbe,PG,2021-01-04 02:47:37,-5.55,150.14,85.91,73,71,6.85
523,Invermere,CA,2021-01-04 02:45:15,50.52,-116.04,26.01,93,10,2.82
524,Benjamin Constant,BR,2021-01-04 02:44:53,-4.38,-70.03,74.97,93,100,2.24
525,Noumea,NC,2021-01-04 02:47:38,-22.28,166.46,87.8,66,99,9.17
526,Kanker,IN,2021-01-04 02:47:38,20.27,81.49,70.41,40,30,1.83
527,Umm Kaddadah,SD,2021-01-04 02:47:38,13.6,26.69,66.0,36,0,15.28
528,Saint-Joseph,RE,2021-01-04 02:47:39,-21.37,55.62,77.0,73,0,16.11
529,Coquimbo,CL,2021-01-04 02:43:16,-29.95,-71.34,59.0,82,0,4.7
530,Pitimbu,BR,2021-01-04 02:47:39,-7.47,-34.81,78.8,88,40,8.05
531,Aykhal,RU,2021-01-04 02:47:39,66.0,111.5,-40.0,58,75,6.71
532,Porto Novo,BJ,2021-01-04 02:47:40,6.5,2.6,82.4,88,40,8.05
533,Kem,RU,2021-01-04 02:47:40,64.96,34.58,20.61,98,99,6.22
534,Ati,TD,2021-01-04 02:47:40,13.22,18.34,73.92,20,0,9.51
535,Cap Malheureux,MU,2021-01-04 02:47:40,-19.98,57.61,73.99,83,0,3.0
536,Bemidji,US,2021-01-04 02:47:40,47.47,-94.88,28.4,79,1,6.93
537,Gomel,BY,2021-01-04 02:47:41,52.43,30.98,36.0,94,90,11.18
538,Iringa,TZ,2021-01-04 02:47:41,-7.77,35.7,59.02,94,100,0.4
539,Aden,YE,2021-01-04 02:47:41,12.78,45.04,76.28,72,45,11.12
540,Perth,AU,2021-01-04 02:45:30,-31.93,115.83,82.0,34,0,19.46
541,Sao Joaquim,BR,2021-01-04 02:47:41,-28.29,-49.93,50.86,100,42,3.2
542,Zhanjiang,CN,2021-01-04 02:47:42,21.28,110.34,65.52,39,94,6.38
543,Faanui,PF,2021-01-04 02:47:42,-16.48,-151.75,80.65,74,74,14.92
544,Tarija,BO,2021-01-04 02:47:42,-21.54,-64.73,66.16,75,100,4.03
545,Ust-Kuyga,RU,2021-01-04 02:47:42,70.02,135.6,-33.63,82,97,3.94
546,Maua,BR,2021-01-04 02:47:42,-23.67,-46.46,66.2,77,75,8.05
547,Sitka,US,2021-01-04 02:47:43,57.05,-135.33,39.2,93,90,8.05
548,Magistralnyy,RU,2021-01-04 02:47:43,56.17,107.45,-14.3,84,100,4.34
549,Leningradskiy,RU,2021-01-04 02:47:43,69.38,178.42,-10.57,88,34,4.74
550,Kaduna,NG,2021-01-04 02:44:15,10.52,7.44,68.86,24,0,5.64
551,Brae,GB,2021-01-04 02:47:44,60.4,-1.35,41.0,60,39,3.36
552,Ankang,CN,2021-01-04 02:47:44,32.68,109.02,46.45,53,43,2.17
553,Portland,US,2021-01-04 02:43:19,45.52,-122.68,48.99,81,90,8.05
554,Khorramshahr,IR,2021-01-04 02:47:45,30.44,48.17,53.6,81,0,2.24
555,Zverinogolovskoye,RU,2021-01-04 02:47:45,54.46,64.85,-1.93,90,100,9.89
556,Grand Gaube,MU,2021-01-04 02:47:46,-20.01,57.66,73.99,83,1,3.0
557,Bras-Panon,RE,2021-01-04 02:47:46,-21.0,55.68,77.0,61,0,13.87
558,Batticaloa,LK,2021-01-04 02:47:47,7.71,81.69,80.17,85,92,15.48
559,Majene,ID,2021-01-04 02:47:47,-3.54,118.97,87.01,60,93,3.8
560,Shenjiamen,CN,2021-01-04 02:47:47,29.96,122.3,52.97,72,59,14.99
561,Suhut,TR,2021-01-04 02:47:47,38.53,30.55,35.62,83,0,1.16
562,Kurumkan,RU,2021-01-04 02:47:48,54.3,110.3,-9.99,80,100,2.21
563,Maple Creek,CA,2021-01-04 02:43:50,49.92,-109.48,35.6,64,10,14.99
564,Bull Savanna,JM,2021-01-04 02:47:48,17.89,-77.59,70.72,80,5,6.26
565,Jatai,BR,2021-01-04 02:47:48,-17.88,-51.71,73.65,70,49,2.57
566,Kusti,SD,2021-01-04 02:47:49,13.16,32.66,69.82,37,5,9.71
567,Verkhnevilyuysk,RU,2021-01-04 02:47:49,63.45,120.32,-39.05,81,50,2.71
568,Belmonte,BR,2021-01-04 02:47:49,-15.86,-38.88,77.0,83,0,3.36
569,Ayna,PE,2021-01-04 02:47:49,-12.65,-73.92,61.16,76,84,0.38
570,Port-Cartier,CA,2021-01-04 02:47:49,50.03,-66.87,27.0,79,100,4.7
571,Sainte-Marie,RE,2021-01-04 02:47:50,-20.9,55.55,77.0,61,0,13.87
572,Tazovskiy,RU,2021-01-04 02:47:50,67.47,78.7,-18.69,88,22,9.19
573,Nantong,CN,2021-01-04 02:47:50,32.03,120.87,50.0,81,89,1.01
574,Barabinsk,RU,2021-01-04 02:47:50,55.36,78.36,-25.76,87,0,1.79
575,Kirksville,US,2021-01-04 02:47:51,40.19,-92.58,28.99,100,90,6.93
576,San Julian,MX,2021-01-04 02:47:51,21.02,-102.17,53.62,35,50,5.84
577,Placido De Castro,BR,2021-01-04 02:47:51,-10.34,-67.19,79.2,74,59,2.86
578,Salcedo,PH,2021-01-04 02:47:51,12.81,121.47,81.05,80,94,8.61
579,Laguna,US,2021-01-04 02:47:52,38.42,-121.42,53.01,87,1,3.51
580,Whitehorse,CA,2021-01-04 02:44:39,60.72,-135.05,5.0,77,75,9.17
581,Kaura Namoda,NG,2021-01-04 02:47:52,12.59,6.58,72.19,21,12,7.61
582,Ajdabiya,LY,2021-01-04 02:44:38,30.76,20.23,61.39,46,100,25.32
583,Dzheguta,RU,2021-01-04 02:47:52,43.97,42.04,34.11,59,0,3.44
584,Jiblah,YE,2021-01-04 02:47:53,13.92,44.15,53.74,80,21,1.48
585,Paamiut,GL,2021-01-04 02:47:53,61.99,-49.67,25.52,97,100,21.83
